actor_id,name,language,preferred,datasource_id
AF-MEY,Meydan,und,0,UNLOCODE:2022-1
AF-ORG,Orgun-E Kalan,und,0,UNLOCODE:2022-1
AF-PSD,Pasaband,und,0,UNLOCODE:2022-1
AF-PEC,Pol-e Charkhi,und,0,UNLOCODE:2022-1
AF-QLT,Qalat,und,0,UNLOCODE:2022-1
AF-QYN,Qal'Eh-Ye Now,und,0,UNLOCODE:2022-1
AF-SHE,Sherhan-Bandar,und,0,UNLOCODE:2022-1
AF-SDD,Shindand,und,0,UNLOCODE:2022-1
AF-SBK,Spin Boldak,und,0,UNLOCODE:2022-1
AF-TKO,Tarin Kowt,und,0,UNLOCODE:2022-1
AF-TOW,Towraghondi,und,0,UNLOCODE:2022-1
AF-ZHA,Zhari Dasht,und,0,UNLOCODE:2022-1
AI-CRH,Crocus Hill,und,0,UNLOCODE:2022-1
AI-RBY,Road Bay,und,0,UNLOCODE:2022-1
AI-VAL,The Valley,und,0,UNLOCODE:2022-1
AL-ARG,Argyrokastro,und,0,UNLOCODE:2022-1
AL-BRT,Berat,und,0,UNLOCODE:2022-1
AL-BQE,Bulqizë,und,0,UNLOCODE:2022-1
AL-BQE,Bulqize,und,0,UNLOCODE:2022-1
AL-NPP,Elbasan,und,0,UNLOCODE:2022-1
AL-FIE,Fier,und,0,UNLOCODE:2022-1
AL-GOK,Gjirokastër,und,0,UNLOCODE:2022-1
AL-GOK,Gjirokaster,und,0,UNLOCODE:2022-1
AL-KRC,Korçë,und,0,UNLOCODE:2022-1
AL-KRC,Korce,und,0,UNLOCODE:2022-1
AL-KKU,Kukës,und,0,UNLOCODE:2022-1
AL-KKU,Kukes,und,0,UNLOCODE:2022-1
AL-LZE,Lezhe,und,0,UNLOCODE:2022-1
AL-LUS,Lushnjë,und,0,UNLOCODE:2022-1
AL-LUS,Lushnje,und,0,UNLOCODE:2022-1
AL-MBR,Mbreshtan,und,0,UNLOCODE:2022-1
AL-MIL,Milot,und,0,UNLOCODE:2022-1
AL-ROM,Romano Port,und,0,UNLOCODE:2022-1
AL-SHK,Shkoder,und,0,UNLOCODE:2022-1
AL-VOR,Vore,und,0,UNLOCODE:2022-1
AM-A3A,Aparan,und,0,UNLOCODE:2022-1
AM-ASH,Ashtarak,und,0,UNLOCODE:2022-1
AM-BYU,Byureghavan,und,0,UNLOCODE:2022-1
AM-EZN,Ecmiadzin,und,0,UNLOCODE:2022-1
AM-HRA,Hrazdan,und,0,UNLOCODE:2022-1
AM-KJN,Kajaran,und,0,UNLOCODE:2022-1
AM-KPN,Kapan,und,0,UNLOCODE:2022-1
AM-ARM,Masis,und,0,UNLOCODE:2022-1
AM-MMA,Mets Masrik,und,0,UNLOCODE:2022-1
AM-RN4,Rind,und,0,UNLOCODE:2022-1
AM-SPI,Spitak,und,0,UNLOCODE:2022-1
AM-VZR,Vanadzor,und,0,UNLOCODE:2022-1
AM-VED,Vedi,und,0,UNLOCODE:2022-1
AM-EVN,Yerevan,und,0,UNLOCODE:2022-1
AO-BEL,Belas,und,0,UNLOCODE:2022-1
AO-LUC,Lucira,und,0,UNLOCODE:2022-1
AO-MLO,Malembo,und,0,UNLOCODE:2022-1
AO-MDZ,Maquela Do Zombo,und,0,UNLOCODE:2022-1
AO-MTL,Matala,und,0,UNLOCODE:2022-1
AO-MOS,Mocamedes,und,0,UNLOCODE:2022-1
AO-NQI,Nóqui,und,0,UNLOCODE:2022-1
AO-NQI,Noqui,und,0,UNLOCODE:2022-1
AO-PLE,Porto Alexandre (Tombua),und,0,UNLOCODE:2022-1
AO-STC,Santa Clara,und,0,UNLOCODE:2022-1
AO-NDD,Sumbe,und,0,UNLOCODE:2022-1
AO-VNA,Viana,und,0,UNLOCODE:2022-1
AQ-AMS,Amundsen-Scott,und,0,UNLOCODE:2022-1
AQ-BEL,Belgrano II,und,0,UNLOCODE:2022-1
AQ-CON,Concordia,und,0,UNLOCODE:2022-1
AQ-DMF,Dome Fuji,und,0,UNLOCODE:2022-1
AQ-DRZ,Druzhnaya 4,und,0,UNLOCODE:2022-1
AQ-GDC,Gabriel de Castilla,und,0,UNLOCODE:2022-1
AQ-MTR,Maitri,und,0,UNLOCODE:2022-1
AQ-NEU,Neumayer,und,0,UNLOCODE:2022-1
AQ-NOV,Novolazarevskaya,und,0,UNLOCODE:2022-1
AQ-SNA,SANAE IV,und,0,UNLOCODE:2022-1
AQ-SBA,Scott Base,und,0,UNLOCODE:2022-1
AQ-TOR,Tor,und,0,UNLOCODE:2022-1
AQ-TRL,Troll,und,0,UNLOCODE:2022-1
AQ-VOS,Vostok,und,0,UNLOCODE:2022-1
AR-ABA,Abasto,und,0,UNLOCODE:2022-1
AR-ACA,Acaraguá,und,0,UNLOCODE:2022-1
AR-ACA,Acaragua,und,0,UNLOCODE:2022-1
AR-ACS,Acassuso,und,0,UNLOCODE:2022-1
AR-AVD,Acevedo,und,0,UNLOCODE:2022-1
AR-AC5,Acheral,und,0,UNLOCODE:2022-1
AR-AMA,Adelia María,und,0,UNLOCODE:2022-1
AR-AMA,Adelia Maria,und,0,UNLOCODE:2022-1
AR-AGS,Aguilares,und,0,UNLOCODE:2022-1
AR-AIM,Aimogasta,und,0,UNLOCODE:2022-1
AR-ALN,Albardón,und,0,UNLOCODE:2022-1
AR-ALN,Albardon,und,0,UNLOCODE:2022-1
AR-ALI,Alberti,und,0,UNLOCODE:2022-1
AR-AEA,Aldea Escolar,und,0,UNLOCODE:2022-1
AR-ADS,Alderetes,und,0,UNLOCODE:2022-1
AR-ALL,Allen,und,0,UNLOCODE:2022-1
AR-ALE,Almafuerte,und,0,UNLOCODE:2022-1
AR-ALS,Alsina,und,0,UNLOCODE:2022-1
AR-ASL,Alto de Sierra,und,0,UNLOCODE:2022-1
AR-ARR,Alto Río Senguerr,und,0,UNLOCODE:2022-1
AR-ARR,Alto Rio Senguerr,und,0,UNLOCODE:2022-1
AR-LTV,Alto Verde,und,0,UNLOCODE:2022-1
AR-ALZ,Alvarez,und,0,UNLOCODE:2022-1
AR-ANA,Añatuya,und,0,UNLOCODE:2022-1
AR-ANA,Anatuya,und,0,UNLOCODE:2022-1
AR-ANC,Ancón,und,0,UNLOCODE:2022-1
AR-ANC,Ancon,und,0,UNLOCODE:2022-1
AR-ADC,Andacollo,und,0,UNLOCODE:2022-1
AR-AND,Andalgalá,und,0,UNLOCODE:2022-1
AR-AND,Andalgala,und,0,UNLOCODE:2022-1
AR-ANO,Angaco,und,0,UNLOCODE:2022-1
AR-APO,Apostoles,und,0,UNLOCODE:2022-1
AR-ARN,Aranguren,und,0,UNLOCODE:2022-1
AR-AVO,Aristóbulo del Valle,und,0,UNLOCODE:2022-1
AR-AVO,Aristobulo del Valle,und,0,UNLOCODE:2022-1
AR-ARG,Armstrong,und,0,UNLOCODE:2022-1
AR-ACF,Arrecifes,und,0,UNLOCODE:2022-1
AR-AYO,Arroyito,und,0,UNLOCODE:2022-1
AR-AST,Asturias,und,0,UNLOCODE:2022-1
AR-ATU,Atucha,und,0,UNLOCODE:2022-1
AR-AVE,Avellaneda,und,0,UNLOCODE:2022-1
AR-AVS,Avellaneda,und,0,UNLOCODE:2022-1
AR-AZU,Azul,und,0,UNLOCODE:2022-1
AR-BSB,Bahia San Blas,und,0,UNLOCODE:2022-1
AR-BAJ,Bajo Grande,und,0,UNLOCODE:2022-1
AR-BHO,Bajo Hondo,und,0,UNLOCODE:2022-1
AR-BCA,Balcarce,und,0,UNLOCODE:2022-1
AR-BES,Ballesteros,und,0,UNLOCODE:2022-1
AR-BDR,Banda del Río Salí,und,0,UNLOCODE:2022-1
AR-BDR,Banda del Rio Sali,und,0,UNLOCODE:2022-1
AR-BAD,Banfield,und,0,UNLOCODE:2022-1
AR-BAR,Baradero,und,0,UNLOCODE:2022-1
AR-BAL,Barreal,und,0,UNLOCODE:2022-1
AR-BTN,Barrio Batan,und,0,UNLOCODE:2022-1
AR-BMS,Barrio Marquez de Sobremonte,und,0,UNLOCODE:2022-1
AR-BEC,Beccar,und,0,UNLOCODE:2022-1
AR-BVL,Bell Ville,und,0,UNLOCODE:2022-1
AR-BEL,Bella Vista,und,0,UNLOCODE:2022-1
AR-BVA,Bella Vista,und,0,UNLOCODE:2022-1
AR-BVZ,Benavidez,und,0,UNLOCODE:2022-1
AR-BEA,Bengolea,und,0,UNLOCODE:2022-1
AR-BJR,Benito Juarez,und,0,UNLOCODE:2022-1
AR-BER,Berazategui,und,0,UNLOCODE:2022-1
AR-BRN,Bernal,und,0,UNLOCODE:2022-1
AR-BOL,Bombal,und,0,UNLOCODE:2022-1
AR-BOU,Boulogne,und,0,UNLOCODE:2022-1
AR-BON,Bowen,und,0,UNLOCODE:2022-1
AR-BGO,Bragado,und,0,UNLOCODE:2022-1
AR-BUE,Buenos Aires,und,0,UNLOCODE:2022-1
AR-BUU,Burruyacú,und,0,UNLOCODE:2022-1
AR-BUU,Burruyacu,und,0,UNLOCODE:2022-1
AR-BUR,Burzaco,und,0,UNLOCODE:2022-1
AR-CAB,Caballito,und,0,UNLOCODE:2022-1
AR-CFY,Cafayate,und,0,UNLOCODE:2022-1
AR-CAS,Calabacillas,und,0,UNLOCODE:2022-1
AR-CGO,Campo Grande,und,0,UNLOCODE:2022-1
AR-CLO,Campo Largo,und,0,UNLOCODE:2022-1
AR-CQO,Campo Quijano,und,0,UNLOCODE:2022-1
AR-CRO,Campo Ramón,und,0,UNLOCODE:2022-1
AR-CRO,Campo Ramon,und,0,UNLOCODE:2022-1
AR-CSO,Campo Santo,und,0,UNLOCODE:2022-1
AR-CVO,Campo Viera,und,0,UNLOCODE:2022-1
AR-CGA,Cañada de Gómez,und,0,UNLOCODE:2022-1
AR-CGA,Canada de Gomez,und,0,UNLOCODE:2022-1
AR-CDS,Capilla del Señor,und,0,UNLOCODE:2022-1
AR-CDS,Capilla del Senor,und,0,UNLOCODE:2022-1
AR-CSN,Capitán Sarmiento,und,0,UNLOCODE:2022-1
AR-CSN,Capitan Sarmiento,und,0,UNLOCODE:2022-1
AR-CAA,Carcaraña,und,0,UNLOCODE:2022-1
AR-CAA,Carcarana,und,0,UNLOCODE:2022-1
AR-CCB,Carlos Casares,und,0,UNLOCODE:2022-1
AR-CAN,Carmen de Areco,und,0,UNLOCODE:2022-1
AR-CDN,Carmen Del Sauce,und,0,UNLOCODE:2022-1
AR-CAO,Carnerillo,und,0,UNLOCODE:2022-1
AR-CSL,Casilda,und,0,UNLOCODE:2022-1
AR-CTL,Castelar,und,0,UNLOCODE:2022-1
AR-CAT,Catinzaco,und,0,UNLOCODE:2022-1
AR-CTO,Catrilo,und,0,UNLOCODE:2022-1
AR-CUE,Caucete,und,0,UNLOCODE:2022-1
AR-CEN,Centenario,und,0,UNLOCODE:2022-1
AR-CAL,Cerro Azul,und,0,UNLOCODE:2022-1
AR-CVP,Cevil Pozo,und,0,UNLOCODE:2022-1
AR-CSS,Chabás,und,0,UNLOCODE:2022-1
AR-CSS,Chabas,und,0,UNLOCODE:2022-1
AR-CCO,Chacabuco,und,0,UNLOCODE:2022-1
AR-CDC,Chacras De Coria,und,0,UNLOCODE:2022-1
AR-CHA,Chajarí,und,0,UNLOCODE:2022-1
AR-CHA,Chajari,und,0,UNLOCODE:2022-1
AR-CVY,Chivilcoy,und,0,UNLOCODE:2022-1
AR-CST,Cinco Saltos,und,0,UNLOCODE:2022-1
AR-CPA,Cipoletti,und,0,UNLOCODE:2022-1
AR-CYB,City Bell,und,0,UNLOCODE:2022-1
AR-EVA,Ciudad Evita,und,0,UNLOCODE:2022-1
AR-CIU,Ciudadela,und,0,UNLOCODE:2022-1
AR-CLN,Classon,und,0,UNLOCODE:2022-1
AR-CZO,Colazo,und,0,UNLOCODE:2022-1
AR-CON,Concepción,und,0,UNLOCODE:2022-1
AR-CON,Concepcion,und,0,UNLOCODE:2022-1
AR-COS,Concepcion de la Sierra,und,0,UNLOCODE:2022-1
AR-CCP,Conceptión,und,0,UNLOCODE:2022-1
AR-CCP,Conception,und,0,UNLOCODE:2022-1
AR-CMG,Contralmirante Martín Guerrico,und,0,UNLOCODE:2022-1
AR-CMG,Contralmirante Martin Guerrico,und,0,UNLOCODE:2022-1
AR-COA,Coronda,und,0,UNLOCODE:2022-1
AR-CDA,Costa de Araujo,und,0,UNLOCODE:2022-1
AR-CEO,Crespo,und,0,UNLOCODE:2022-1
AR-CAZ,Cruz Alta,und,0,UNLOCODE:2022-1
AR-CDP,Cruz De Piedra,und,0,UNLOCODE:2022-1
AR-CDE,Cruz del Eje,und,0,UNLOCODE:2022-1
AR-CNO,Cuadro Nacional,und,0,UNLOCODE:2022-1
AR-ADV,Del Viso,und,0,UNLOCODE:2022-1
AR-DKS,Dock Sud,und,0,UNLOCODE:2022-1
AR-DSU,Dock Sur,und,0,UNLOCODE:2022-1
AR-DCU,Don Torcuato,und,0,UNLOCODE:2022-1
AR-DOR,Dorrego,und,0,UNLOCODE:2022-1
AR-ELB,El Bolsón,und,0,UNLOCODE:2022-1
AR-ELB,El Bolson,und,0,UNLOCODE:2022-1
AR-EHL,El Bolsón,und,0,UNLOCODE:2022-1
AR-EHL,El Bolson,und,0,UNLOCODE:2022-1
AR-JEC,El Carril,und,0,UNLOCODE:2022-1
AR-EPA,El Palomar,und,0,UNLOCODE:2022-1
AR-ELP,El Plumerillo,und,0,UNLOCODE:2022-1
AR-ETP,El Talar de Pacheco,und,0,UNLOCODE:2022-1
AR-EEA,Ensenada,und,0,UNLOCODE:2022-1
AR-EPL,Espeleta,und,0,UNLOCODE:2022-1
AR-ESP,Esperanza,und,0,UNLOCODE:2022-1
AR-ESE,Esteban Echeverría,und,0,UNLOCODE:2022-1
AR-ESE,Esteban Echeverria,und,0,UNLOCODE:2022-1
AR-JTR,Etruria,und,0,UNLOCODE:2022-1
AR-EZA,Ezeiza,und,0,UNLOCODE:2022-1
AR-FAM,Famaillá,und,0,UNLOCODE:2022-1
AR-FAM,Famailla,und,0,UNLOCODE:2022-1
AR-FEN,Federación,und,0,UNLOCODE:2022-1
AR-FEN,Federacion,und,0,UNLOCODE:2022-1
AR-FER,Fernández,und,0,UNLOCODE:2022-1
AR-FER,Fernandez,und,0,UNLOCODE:2022-1
AR-FRR,Ferreyra,und,0,UNLOCODE:2022-1
AR-FLO,Florida,und,0,UNLOCODE:2022-1
AR-FRK,Franck,und,0,UNLOCODE:2022-1
AR-FBE,Fray Luis Beltran,und,0,UNLOCODE:2022-1
AR-FRY,Freyre,und,0,UNLOCODE:2022-1
AR-XLM,Fuentes,und,0,UNLOCODE:2022-1
AR-GVL,Gálvez,und,0,UNLOCODE:2022-1
AR-GVL,Galvez,und,0,UNLOCODE:2022-1
AR-GAR,Garín,und,0,UNLOCODE:2022-1
AR-GAR,Garin,und,0,UNLOCODE:2022-1
AR-GRU,Garupá,und,0,UNLOCODE:2022-1
AR-GRU,Garupa,und,0,UNLOCODE:2022-1
AR-GVA,General Alvear,und,0,UNLOCODE:2022-1
AR-GBE,General Belgrano,und,0,UNLOCODE:2022-1
AR-GCA,General Cabrera,und,0,UNLOCODE:2022-1
AR-GDL,General Deheza,und,0,UNLOCODE:2022-1
AR-XSA,General Enrique Godoy,und,0,UNLOCODE:2022-1
AR-GGL,General Güemes,und,0,UNLOCODE:2022-1
AR-GGL,General Guemes,und,0,UNLOCODE:2022-1
AR-GDG,General Gutiérrez,und,0,UNLOCODE:2022-1
AR-GDG,General Gutierrez,und,0,UNLOCODE:2022-1
AR-GLS,General Lagos,und,0,UNLOCODE:2022-1
AR-GMA,General Madariaga,und,0,UNLOCODE:2022-1
AR-GPC,General Pacheco,und,0,UNLOCODE:2022-1
AR-GRM,General Ramírez,und,0,UNLOCODE:2022-1
AR-GRM,General Ramirez,und,0,UNLOCODE:2022-1
AR-GNR,General Roca,und,0,UNLOCODE:2022-1
AR-GRD,General Rodríguez,und,0,UNLOCODE:2022-1
AR-GRD,General Rodriguez,und,0,UNLOCODE:2022-1
AR-JGR,Gerli,und,0,UNLOCODE:2022-1
AR-VLV,Gobernador Crespo,und,0,UNLOCODE:2022-1
AR-GRC,Gobernador Roca,und,0,UNLOCODE:2022-1
AR-GCR,Godoy Cruz,und,0,UNLOCODE:2022-1
AR-GOD,Gowland,und,0,UNLOCODE:2022-1
AR-GRB,Granadero Baigorria,und,0,UNLOCODE:2022-1
AR-GBG,Grand Bourg,und,0,UNLOCODE:2022-1
AR-GUY,Gualeguay,und,0,UNLOCODE:2022-1
AR-GYM,Guaymallén,und,0,UNLOCODE:2022-1
AR-GYM,Guaymallen,und,0,UNLOCODE:2022-1
AR-GUR,Guerrico,und,0,UNLOCODE:2022-1
AR-HAE,Haedo,und,0,UNLOCODE:2022-1
AR-HER,Hernando,und,0,UNLOCODE:2022-1
AR-HIC,Hickmann,und,0,UNLOCODE:2022-1
AR-HUG,Hughes,und,0,UNLOCODE:2022-1
AR-HUR,Hurlingham,und,0,UNLOCODE:2022-1
AR-IAL,Ingeniero Allan,und,0,UNLOCODE:2022-1
AR-JJL,Ingeniero J. Allan,und,0,UNLOCODE:2022-1
AR-ILH,Ingeniero Luis A. Huergo,und,0,UNLOCODE:2022-1
AR-IMZ,Ingeniero Maschwitz,und,0,UNLOCODE:2022-1
AR-INW,Ingeniero White/Bahia Blanca,und,0,UNLOCODE:2022-1
AR-ICV,Isidro Casanova,und,0,UNLOCODE:2022-1
AR-ITZ,Ituzaingo,und,0,UNLOCODE:2022-1
AR-WNL,Jauregui,und,0,UNLOCODE:2022-1
AR-JUN,Junín de Los Andes,und,0,UNLOCODE:2022-1
AR-JUN,Junin de Los Andes,und,0,UNLOCODE:2022-1
AR-JPX,Justiniano Posse,und,0,UNLOCODE:2022-1
AR-LCR,La Calera,und,0,UNLOCODE:2022-1
AR-LCT,La Carlota,und,0,UNLOCODE:2022-1
AR-LLM,La Consulta,und,0,UNLOCODE:2022-1
AR-LES,La Escondida,und,0,UNLOCODE:2022-1
AR-LFL,La Falda,und,0,UNLOCODE:2022-1
AR-LQU,La Quiaca,und,0,UNLOCODE:2022-1
AR-LAR,La Reja,und,0,UNLOCODE:2022-1
AR-LAT,La Tablada,und,0,UNLOCODE:2022-1
AR-LNS,Lanús,und,0,UNLOCODE:2022-1
AR-LNS,Lanus,und,0,UNLOCODE:2022-1
AR-VDY,Larroque,und,0,UNLOCODE:2022-1
AR-LCS,Las Catitas,und,0,UNLOCODE:2022-1
AR-LHE,Las Heras,und,0,UNLOCODE:2022-1
AR-LHG,Las Higueras,und,0,UNLOCODE:2022-1
AR-LPS,Las Palmas,und,0,UNLOCODE:2022-1
AR-LVL,Las Varillas,und,0,UNLOCODE:2022-1
AR-LNO,Leandro N. Alem,und,0,UNLOCODE:2022-1
AR-LIM,Lima,und,0,UNLOCODE:2022-1
AR-LLO,Llavallol,und,0,UNLOCODE:2022-1
AR-LHR,Loma Hermosa,und,0,UNLOCODE:2022-1
AR-LMZ,Lomas de Zamora,und,0,UNLOCODE:2022-1
AR-LDM,Lomas del Mirador,und,0,UNLOCODE:2022-1
AR-LBL,Los Boulevares,und,0,UNLOCODE:2022-1
AR-LCH,Los Charrúas,und,0,UNLOCODE:2022-1
AR-LCH,Los Charruas,und,0,UNLOCODE:2022-1
AR-JLF,Los Polvorines,und,0,UNLOCODE:2022-1
AR-LGN,Luis Guillon,und,0,UNLOCODE:2022-1
AR-LUJ,Luján,und,0,UNLOCODE:2022-1
AR-LUJ,Lujan,und,0,UNLOCODE:2022-1
AR-LUL,Lules,und,0,UNLOCODE:2022-1
AR-VLU,Luque,und,0,UNLOCODE:2022-1
AR-MAC,Macachin,und,0,UNLOCODE:2022-1
AR-MGD,Magdalena,und,0,UNLOCODE:2022-1
AR-MAQ,Mainque,und,0,UNLOCODE:2022-1
AR-MPU,Maipú,und,0,UNLOCODE:2022-1
AR-MPU,Maipu,und,0,UNLOCODE:2022-1
AR-JMG,Manuel B. Gonnet,und,0,UNLOCODE:2022-1
AR-MDQ,Mar del Plata,und,0,UNLOCODE:2022-1
AR-JMJ,Marcos Juarez,und,0,UNLOCODE:2022-1
AR-MGA,Maria Grande,und,0,UNLOCODE:2022-1
AR-MJH,Mariano J. Haedo,und,0,UNLOCODE:2022-1
AR-MRT,Martin Coronado,und,0,UNLOCODE:2022-1
AR-MAR,Martínez,und,0,UNLOCODE:2022-1
AR-MAR,Martinez,und,0,UNLOCODE:2022-1
AR-MTH,Matheu,und,0,UNLOCODE:2022-1
AR-MYR,Mayor Drummond,und,0,UNLOCODE:2022-1
AR-MED,Medanitos,und,0,UNLOCODE:2022-1
AR-MRO,Melchor Romero,und,0,UNLOCODE:2022-1
AR-MNT,Monte Chingolo,und,0,UNLOCODE:2022-1
AR-AMG,Monte Grand,und,0,UNLOCODE:2022-1
AR-MML,Monte Maíz,und,0,UNLOCODE:2022-1
AR-MML,Monte Maiz,und,0,UNLOCODE:2022-1
AR-MQO,Monte Quemado,und,0,UNLOCODE:2022-1
AR-MTC,Montecarlo,und,0,UNLOCODE:2022-1
AR-MOR,Moreno,und,0,UNLOCODE:2022-1
AR-MRN,Moron,und,0,UNLOCODE:2022-1
AR-MUN,Munro,und,0,UNLOCODE:2022-1
AR-JNR,Navarro,und,0,UNLOCODE:2022-1
AR-NOG,Nogoyá,und,0,UNLOCODE:2022-1
AR-NOG,Nogoya,und,0,UNLOCODE:2022-1
AR-NNA,Nonogasta,und,0,UNLOCODE:2022-1
AR-EJO,Nueve de Julio,und,0,UNLOCODE:2022-1
AR-OBA,Oberá,und,0,UNLOCODE:2022-1
AR-OBA,Obera,und,0,UNLOCODE:2022-1
AR-OVI,Olavarría,und,0,UNLOCODE:2022-1
AR-OVI,Olavarria,und,0,UNLOCODE:2022-1
AR-OCT,Oncativo,und,0,UNLOCODE:2022-1
AR-ODR,Open Door,und,0,UNLOCODE:2022-1
AR-ORA,Oran,und,0,UNLOCODE:2022-1
AR-PP9,Pablo Podestá,und,0,UNLOCODE:2022-1
AR-PP9,Pablo Podesta,und,0,UNLOCODE:2022-1
AR-PMA,Palmira,und,0,UNLOCODE:2022-1
AR-PDC,Pampa del Castillo,und,0,UNLOCODE:2022-1
AR-PAS,Pasco,und,0,UNLOCODE:2022-1
AR-PLU,Pedro Luro,und,0,UNLOCODE:2022-1
AR-PED,Perdriel,und,0,UNLOCODE:2022-1
AR-PRZ,Perez,und,0,UNLOCODE:2022-1
AR-PML,Pérez Millán,und,0,UNLOCODE:2022-1
AR-PML,Perez Millan,und,0,UNLOCODE:2022-1
AR-PGO,Pergamino,und,0,UNLOCODE:2022-1
AR-JPT,Pico Truncado,und,0,UNLOCODE:2022-1
AR-PGU,Pigue,und,0,UNLOCODE:2022-1
AR-PLR,Pilar,und,0,UNLOCODE:2022-1
AR-PTN,Platanos,und,0,UNLOCODE:2022-1
AR-PLT,Plottier,und,0,UNLOCODE:2022-1
AR-PDM,Pozo del Molle,und,0,UNLOCODE:2022-1
AR-PMO,Puerto Madero,und,0,UNLOCODE:2022-1
AR-PMN,Puerto Mineral,und,0,UNLOCODE:2022-1
AR-PUR,Puerto Rico,und,0,UNLOCODE:2022-1
AR-SJL,Puerto San Julian,und,0,UNLOCODE:2022-1
AR-PTC,Puerto Tirol,und,0,UNLOCODE:2022-1
AR-PCO,Punta Colorada,und,0,UNLOCODE:2022-1
AR-PVA,Punta de Vacas,und,0,UNLOCODE:2022-1
AR-QBR,Quebracho/San Lorenzo,und,0,UNLOCODE:2022-1
AR-RAF,Rafaela,und,0,UNLOCODE:2022-1
AR-RMJ,Ramos Mejia,und,0,UNLOCODE:2022-1
AR-TPV,Ranelagh,und,0,UNLOCODE:2022-1
AR-RWO,Rawson,und,0,UNLOCODE:2022-1
AR-RLA,Recalde,und,0,UNLOCODE:2022-1
AR-RCQ,Reconquista,und,0,UNLOCODE:2022-1
AR-JRC,Rio Colorado,und,0,UNLOCODE:2022-1
AR-RSG,Rio Segundo,und,0,UNLOCODE:2022-1
